Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
cleanup,delete,4032,0,72.77,72.77,13.74,0,100%
cleanup,delete,4032,0,75.09,75.09,13.32,0,100%
cleanup,delete,4032,0,95.49,95.49,10.47,0,100%
cleanup,delete,4032,0,95.92,95.92,10.42,0,100%
cleanup,delete,4032,0,98.91,98.91,10.11,0,100%
cleanup,delete,4032,0,80.43,80.43,12.43,0,100%
cleanup,delete,4032,0,91.73,91.73,10.9,0,100%
cleanup,delete,4032,0,86.92,86.92,11.5,0,100%
cleanup,delete,4032,0,73.6,73.6,13.59,0,100%
cleanup,delete,4032,0,79.07,79.07,12.65,0,100%
cleanup,delete,4032,0,85.2,85.2,11.74,0,100%
cleanup,delete,4032,0,88.02,88.02,11.36,0,100%
cleanup,delete,4032,0,87.31,87.31,11.45,0,100%
cleanup,delete,4032,0,88.59,88.59,11.29,0,100%
cleanup,delete,4032,0,84.71,84.71,11.8,0,100%
cleanup,delete,4032,0,82.11,82.11,12.18,0,100%
cleanup,delete,4032,0,76.27,76.27,13.11,0,100%
cleanup,delete,4032,0,74.06,74.06,13.5,0,100%
cleanup,delete,4032,0,94.72,94.72,10.56,0,100%
cleanup,delete,4032,0,89.11,89.11,11.22,0,100%
cleanup,delete,4032,0,83.53,83.53,11.97,0,100%
cleanup,delete,4032,0,94.03,94.03,10.63,0,100%
cleanup,delete,4032,0,90.35,90.35,11.07,0,100%
cleanup,delete,4032,0,78.53,78.53,12.73,0,100%
cleanup,delete,4032,0,95.25,95.25,10.5,0,100%
cleanup,delete,4032,0,99.23,99.23,10.08,0,100%
cleanup,delete,4032,0,75.52,75.52,13.24,0,100%
cleanup,delete,4032,0,82.97,82.97,12.05,0,100%
cleanup,delete,4032,0,86.18,86.18,11.6,0,100%
cleanup,delete,4032,0,79.66,79.66,12.55,0,100%
cleanup,delete,4032,0,89.46,89.46,11.18,0,100%
cleanup,delete,4032,0,66.38,66.38,15.06,0,100%
cleanup,delete,4032,0,91.35,91.35,10.95,0,100%
cleanup,delete,4032,0,93.44,93.44,10.7,0,100%
cleanup,delete,4032,0,96.58,96.58,10.35,0,100%
cleanup,delete,4032,0,96.18,96.18,10.4,0,100%
cleanup,delete,4032,0,92.7,92.7,10.79,0,100%
cleanup,delete,4032,0,93.03,93.03,10.75,0,100%
cleanup,delete,4032,0,89.95,89.95,11.12,0,100%
cleanup,delete,4032,0,90.86,90.86,11.01,0,100%
cleanup,delete,3840,0,72.61,72.61,13.77,0,100%
cleanup,delete,3840,0,76.81,76.81,13.02,0,100%
cleanup,delete,3840,0,86.55,86.55,11.55,0,100%
cleanup,delete,3840,0,87.95,87.95,11.37,0,100%
cleanup,delete,3840,0,88.3,88.3,11.32,0,100%
cleanup,delete,3840,0,90.87,90.87,11,0,100%
cleanup,delete,3840,0,80.44,80.44,12.43,0,100%
cleanup,delete,3840,0,80.81,80.81,12.37,0,100%
cleanup,delete,24822,0,45.89,45.89,21.79,0,100%
cleanup,delete,24822,0,46.27,46.27,21.61,0,100%
cleanup,delete,24822,0,49.59,49.59,20.16,0,100%
cleanup,delete,24822,0,49.65,49.65,20.14,0,100%
cleanup,delete,24822,0,50.13,50.13,19.95,0,100%
cleanup,delete,24822,0,47.1,47.1,21.23,0,100%
cleanup,delete,24822,0,49.03,49.03,20.39,0,100%
cleanup,delete,24822,0,48.24,48.24,20.73,0,100%
cleanup,delete,24822,0,45.99,45.99,21.74,0,100%
cleanup,delete,24822,0,46.89,46.89,21.32,0,100%
cleanup,delete,24822,0,47.84,47.84,20.9,0,100%
cleanup,delete,24822,0,48.29,48.29,20.7,0,100%
cleanup,delete,24822,0,48.2,48.2,20.74,0,100%
cleanup,delete,24822,0,48.41,48.41,20.65,0,100%
cleanup,delete,24822,0,47.8,47.8,20.92,0,100%
cleanup,delete,24822,0,47.37,47.37,21.11,0,100%
cleanup,delete,24822,0,46.47,46.47,21.52,0,100%
cleanup,delete,24822,0,46.1,46.1,21.69,0,100%
cleanup,delete,24822,0,49.54,49.54,20.18,0,100%
cleanup,delete,24822,0,48.63,48.63,20.56,0,100%
cleanup,delete,24822,0,47.67,47.67,20.97,0,100%
cleanup,delete,24822,0,49.4,49.4,20.24,0,100%
cleanup,delete,24822,0,48.77,48.77,20.5,0,100%
cleanup,delete,24822,0,46.82,46.82,21.36,0,100%
cleanup,delete,24822,0,49.64,49.64,20.14,0,100%
cleanup,delete,24822,0,50.27,50.27,19.89,0,100%
cleanup,delete,24822,0,46.05,46.05,21.71,0,100%
