Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
cleanup,delete,4032,0,110.19,110.19,9.07,0,100%
cleanup,delete,4032,0,98.65,98.65,10.14,0,100%
cleanup,delete,4032,0,95.27,95.27,10.5,0,100%
cleanup,delete,4032,0,106.53,106.53,9.39,0,100%
cleanup,delete,4032,0,106.99,106.99,9.35,0,100%
cleanup,delete,4032,0,114.77,114.77,8.71,0,100%
cleanup,delete,4032,0,97.12,97.12,10.3,0,100%
cleanup,delete,4032,0,97.89,97.89,10.22,0,100%
cleanup,delete,4032,0,95.66,95.66,10.45,0,100%
cleanup,delete,4032,0,88.28,88.28,11.33,0,100%
cleanup,delete,4032,0,111.09,111.09,9,0,100%
cleanup,delete,4032,0,108.04,108.04,9.26,0,100%
cleanup,delete,4032,0,92.86,92.86,10.77,0,100%
cleanup,delete,4032,0,97.53,97.53,10.25,0,100%
cleanup,delete,4032,0,99.1,99.1,10.09,0,100%
cleanup,delete,4032,0,96.69,96.69,10.34,0,100%
cleanup,delete,4032,0,103.4,103.4,9.67,0,100%
cleanup,delete,4032,0,102.47,102.47,9.76,0,100%
cleanup,delete,4032,0,103.83,103.83,9.63,0,100%
cleanup,delete,4032,0,105.62,105.62,9.47,0,100%
cleanup,delete,4032,0,102.92,102.92,9.72,0,100%
cleanup,delete,4032,0,107.33,107.33,9.32,0,100%
cleanup,delete,4032,0,93.81,93.81,10.66,0,100%
cleanup,delete,4032,0,84.14,84.14,11.88,0,100%
cleanup,delete,4032,0,87.49,87.49,11.43,0,100%
cleanup,delete,4032,0,80.44,80.44,12.43,0,100%
cleanup,delete,4032,0,101.95,101.95,9.81,0,100%
cleanup,delete,4032,0,104.24,104.24,9.59,0,100%
cleanup,delete,4032,0,81.23,81.23,12.31,0,100%
cleanup,delete,4032,0,82.81,82.81,12.07,0,100%
cleanup,delete,4032,0,88.52,88.52,11.3,0,100%
cleanup,delete,4032,0,80.9,80.9,12.36,0,100%
cleanup,delete,4032,0,114.95,114.95,8.7,0,100%
cleanup,delete,4032,0,110.84,110.84,9.02,0,100%
cleanup,delete,4032,0,106.01,106.01,9.43,0,100%
cleanup,delete,4032,0,105.14,105.14,9.51,0,100%
cleanup,delete,4032,0,109.65,109.65,9.12,0,100%
cleanup,delete,4032,0,108.66,108.66,9.2,0,100%
cleanup,delete,4032,0,109.12,109.12,9.16,0,100%
cleanup,delete,4032,0,101.57,101.57,9.85,0,100%
cleanup,delete,3840,0,105.93,105.93,9.44,0,100%
cleanup,delete,3840,0,104.81,104.81,9.54,0,100%
cleanup,delete,3840,0,99.06,99.06,10.09,0,100%
cleanup,delete,3840,0,88.58,88.58,11.29,0,100%
cleanup,delete,3840,0,105.48,105.48,9.48,0,100%
cleanup,delete,3840,0,96.47,96.47,10.37,0,100%
cleanup,delete,3840,0,92.35,92.35,10.83,0,100%
cleanup,delete,3840,0,100.88,100.88,9.91,0,100%
cleanup,delete,24822,0,51.77,51.77,19.31,0,100%
cleanup,delete,24822,0,49.89,49.89,20.04,0,100%
cleanup,delete,24822,0,49.31,49.31,20.28,0,100%
cleanup,delete,24822,0,51.16,51.16,19.54,0,100%
cleanup,delete,24822,0,51.25,51.25,19.51,0,100%
cleanup,delete,24822,0,52.51,52.51,19.04,0,100%
cleanup,delete,24822,0,49.64,49.64,20.14,0,100%
cleanup,delete,24822,0,49.75,49.75,20.1,0,100%
cleanup,delete,24822,0,49.38,49.38,20.25,0,100%
cleanup,delete,24822,0,48.17,48.17,20.76,0,100%
cleanup,delete,24822,0,51.91,51.91,19.26,0,100%
cleanup,delete,24822,0,51.43,51.43,19.44,0,100%
cleanup,delete,24822,0,48.9,48.9,20.45,0,100%
cleanup,delete,24822,0,49.66,49.66,20.14,0,100%
cleanup,delete,24822,0,49.97,49.97,20.01,0,100%
cleanup,delete,24822,0,49.57,49.57,20.17,0,100%
cleanup,delete,24822,0,50.75,50.75,19.7,0,100%
cleanup,delete,24822,0,50.6,50.6,19.76,0,100%
cleanup,delete,24822,0,50.74,50.74,19.71,0,100%
cleanup,delete,24822,0,51.04,51.04,19.59,0,100%
cleanup,delete,24822,0,50.61,50.61,19.76,0,100%
cleanup,delete,24822,0,51.32,51.32,19.48,0,100%
cleanup,delete,24822,0,49.16,49.16,20.34,0,100%
cleanup,delete,24822,0,47.56,47.56,21.03,0,100%
